"BANK","IFSC","MICR","BRANCH","ADDRESS","CONTACT","CITY","DISTRICT","STATE"
"BANK OF INDIA","BKID0005913","814013503.0","HANSDIHA","PO AND AT HANSDIHADIST DUMKA","0.0","DUMKA","DUMKA","JHARKHAND"
"BANK OF INDIA","BKID0005912","814013504.0","JARMUNDI","PO AND JARMUNDI, DIST. DUMKAJHARKHAND","814013504.0","DUMKA","DUMKA","JHARKHAND"
"BANK OF INDIA","BKID0005911","814013602.0","PALAJORI","PO AND AT PALAJORI, THANA ROAD,DEOGHAR","0.0","DEOGHAR DIST. DEOGHAR - JHARKHAND","DEOGHAR DIST. DEOGHAR - JHARKHAND","JHARKHAND"
"BANK OF INDIA","BKID0005910","814013202.0","GODDA","PO & AT GODDA, NAHAR CHAUK,","0.0","GODDA, JARKHAND","GODDA, JARKHAND","JHARKHAND"
"BANK OF INDIA","BKID0005909","835013104.0","JASHPUR ROAD (GUMLA)","AT  AND POST GUMLA, DISTT. GUMLA,, JHARKHAND:835207","0.0","GUMLA DIST","GUMLA DIST","JHARKHAND"
"BANK OF INDIA","BKID0005908","835013614.0","KAMDARA","MAIN ROAD, AT AND  POST: KAMDARA,DISTRICT: GUMLA","9431325930.0","KAMDARA(JHARKHAND)","KAMDARA(JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005907","835013004.0","BLOCK MORE ( LOHARDAGA)","BLOCK MORE, AT- POST: LOHARDAGADISTRICT: LOHARDAGA, JHARKHAND:835302","6526224065.0","LOHARDAGA","LOHARDAGA","JHARKHAND"
"BANK OF INDIA","BKID0005906","835013508.0","KAIRO","BANK OF INDIA, KAIRO BRANCH, AT/PO-KAIRO, DISJHARKHAND-836325","9905998666.0","KAIRO","KAIRO","JHARKHAND"
"BANK OF INDIA","BKID0005905","824013518.0","MANDER","AT AND  POST MANDAR,DISTT. RANCHI, JHARKHAND:835214","9430763708.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005904","835013303.0","D.C.OFFICE (KHUNTI)","COURT COMPOUND, DC OFFICE, KHUNTIDISTRICT: KHUNTI, JHARKHAND:835210","9431581366.0","KHUNTI","KHUNTI","JHARKHAND"
"BANK OF INDIA","BKID0005903","834013034.0","NEORI","NEAR NEORI VIKASH POST OFFICE,NH-33, RANCHI PATNA ROAD, AT& PO: NEORI,","9431768293.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005902","829013601.0","CHANDWA","R.K.COMPLEX, MAIN ROAD CHANDWA, PO: CHANDWA,PIN: 829203, JHARKHAND STATE","6565226940.0","LATEHAR,JHARKHAND","LATEHAR,JHARKHAND","JHARKHAND"
"BANK OF INDIA","BKID0005901","829013102.0","LATEHAR","BHAGAT BROTHERS,NEAR ELECTRICITY OFFICELATEHAR DIST.","0.0","LATEHAR,JHARKHAND","LATEHAR,JHARKHAND","JHARKHAND"
"BANK OF INDIA","BKID0005900","WAITING","NUSRL CAMPUS","NATIONAL UNIVERSITY OF STUDIES RESEARCH IN LAW CAMPUS VILL NAGRI BLOCK TALUKA PO KANKE PIN 834006","0.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005899","835013005.0","JHIKO CHATTI","JHIKO CHATTI BRANCH, AT+PO: JHIKO CHATTI,P.S: BHANDRA, DIST: LOHARDAGA","0.0","LOHARDAGA","LOHARDAGA","JHARKHAND"
"BANK OF INDIA","BKID0005898","822013004.0","REDMA CHOWK","NEAR - KALI MANDIR, REDMA CHOWK, DALTONGANJ,DISTRICT - PALAMAU, JHARKHAND:822101","7250898601.0","DALTONGANJ","DALTONGANJ","JHARKHAND"
"BANK OF INDIA","BKID0005897","822013003.0","SHAHPUR","NEAR - SHAHPUR KILLA, AT AND POST SHAHPUR,DISTRICT: PALAMAU, JHARKHAND:822110","9470959767.0","SHAHPUR(JHARKHAND)","SHAHPUR(JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005896","834013033.0","KUSAI","HOLDING NO.232 OPP JSEB REST HOUSEKUSAI, RANCHI-NAMKUM ROAD DORANDA","6512491040.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005895","834013032.0","ARSANDEY","AT- ARSANDEY,PO-BOREYA,KANKE BLOCK,DIST.RANCHI","0.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005894","NA","VIKAS BHAWAN (CHATRA)","NEAR DC OFFICE BEHIND CIVILCOURT PO  CHATRA  DIST  CHATRA","6541222299.0","CHATRA (DIST CHATRA)","CHATRA (DIST CHATRA)","JHARKHAND"
"BANK OF INDIA","BKID0005893","825013011.0","HURHURU","HURHURU, NEAR KALI MANDIRPO:HAZARIBAG, DIST:HAZARIBAG","6546223050.0","HAZARIBAGH","HAZARIBAGH","JHARKHAND"
"BANK OF INDIA","BKID0005892","832013520.0","NH-33 GALUDIH","NH-33 GALUDIH, C/O MADHUBAN,AT/PO MAHULIA, P.S- GALUDIH,","0.0","GALUDIH","GALUDIH","JHARKHAND"
"BANK OF INDIA","BKID0005891","833013815.0","JAGANNATHPUR","C/O MAHATAB ALAM, NEAR KRISHI VIGYAN KENDRAAT/PO JAGANNATHPUR","0.0","JAGANNATHPUR","JAGANNATHPUR","JHARKHAND"
"BANK OF INDIA","BKID0005890","825013010.0","SAKETPURI","SAKETPURI, NEAR WHALES GROUND, PO-HAZARIBAG DIST-HAZARIBAG","6546223048.0","SAKETPURI (JHARKHAND)","SAKETPURI (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005889","829013006.0","CHATI BAZAR RAMGARH","BHANU COMPLEX  , GOLA ROAD CHATI BAZAR RAMGARPO: RAMGARH CANTTDIST- RAMGARH","6553231633.0","RAMGARH (JD)","RAMGARH (JD)","JHARKHAND"
"BANK OF INDIA","BKID0005888","825013518.0","ROMI","AT-ROMI,PO-SURAJPURA","6546238221.0","HAZARIBAGH","HAZARIBAGH","JHARKHAND"
"BANK OF INDIA","BKID0005887","829013515.0","CHAINPUR (BARGAON)","VILL/ PO: CHAINPUR, BLOCK- MANDU,DIST. RAMGARH,  JHARKHAND -829134","9187970000.0","CHAINPUR (BARGAON)","CHAINPUR (BARGAON)","JHARKHAND"
"BANK OF INDIA","BKID0005886","829013514.0","KARMA","VILL & POST KARMA VIA MARARDISTT RAMGARH CANTT","9234749344.0","KARMA (DISTT RAMGARH) JD","KARMA (DISTT RAMGARH) JD","JHARKHAND"
"BANK OF INDIA","BKID0005885","825013104.0","CHARADIH","AT CHARADIH, PO - KARMADIST KODERMA, JHARKHAND","9031301428.0","KODERMA","KODERMA","JHARKHAND"
"BANK OF INDIA","BKID0005884","825013614.0","HIRODIH","AT & POST HIRODIH, BLOCK - JAINAGARDISTT KODERMA","0.0","HIRODIH (DISTT KODERMA) JD","HIRODIH (DISTT KODERMA) JD","JHARKHAND"
"BANK OF INDIA","BKID0005883","825013450.0","VINOBA BHAVE UNIVERSITY","LAW COLLEGE BUILDINGPO-REFORMATORY","6546263450.0","HAZARIBAGH","HAZARIBAGH","JHARKHAND"
"BANK OF INDIA","BKID0005882","834013031.0","BIRSA CHOWK","CLASSIC ENTERPRISES, KHUNTI ROADBIRSA CHOWK, RANCHI","6512250123.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0005881","825013103.0","CHANDWARA","AT RANCHI PATNA MAIN ROAD,DIST KODERMA, JHARKHAND","0.0","CHANDWARA","CHANDWARA","JHARKHAND"
"BANK OF INDIA","BKID0005880","829013004.0","CHITARPUR","AT PO CHITARPURDIST RAMGARH","9431502192.0","CHITTARANJAN","CHITTARANJAN","JHARKHAND"
"BANK OF INDIA","BKID0005879","829013007.0","BARKAKANA","AT/PO BARKAKANA,DIST: RAMGARH,","6553255250.0","RAMGARH (JD)","RAMGARH (JD)","JHARKHAND"
"BANK OF INDIA","BKID0005878","825013008.0","RAMNAGAR","AT AND POST RAMNAGARDIST HAZARIBAG, JHARKHAND TEL. 06546252305","6546252305.0","RAMNAGAR","RAMNAGAR","JHARKHAND"
"BANK OF INDIA","BKID0005877","825013713.0","ITKHORI","AT AND POST ITKHORIDIST CHATRA, JHARKHAND TEL. 06546266266","9471959649.0","ITKHORI","ITKHORI","JHARKHAND"
"BANK OF INDIA","BKID0005876","825013007.0","DEMOTAND","AT & PO - DEMOTANDDIST - HAZARIBAG","6546233016.0","HAZARIBAGH","HAZARIBAGH","JHARKHAND"
"BANK OF INDIA","BKID0005875","826013023.0","BABUDIH","SHAKUNTALA SADAN,AT BABUDIHP O POLYTECHNIC,DIST DHANBAD","9661316631.0","DHANBAD","DHANBAD","JHARKHAND"
"BANK OF INDIA","BKID0005874","826013022.0","PARK MARKET","AT PARK MARKET PO HIRAPUR, DISTT DHANBAD","0.0","DHANBAD","DHANBAD","JHARKHAND"
"BANK OF INDIA","BKID0005873","826013529.0","KATRAS BAZAR","PO & AT KATRAS BAZAR, DISTT DHANBAD","0.0","DHANBAD","DHANBAD","JHARKHAND"
"BANK OF INDIA","BKID0005872","826013021.0","INDIAN SCHOOL OF MINES","INFRONT OF ISM GATE,POLICE LINE, POST ISM,","0.0","DHANBAD","DHANBAD","JHARKHAND"
"BANK OF INDIA","BKID0005871","826013528.0","DAMODERPUR","PO  AND AT DAMODERPUR","9204790108.0","DHANBAD","DHANBAD","JHARKHAND"
"BANK OF INDIA","BKID0005870","NA","CO-OPERATIVE COLONY","CO-OPERATIVE SOCIETY OFFICE,BOKARO STEEL CITYBOKARO(JHARKHAND)","0.0","BOKARO STEEL CITY","BOKARO STEEL CITY","JHARKHAND"
"BANK OF INDIA","BKID0005869","827013022.0","TELO","C/O NAKUL PD. THAKUR, AT+PO- TELOPS-NAWADIH,VIA CHANDRAPURA,DIST. BOKARO","0.0","TELO","TELO","JHARKHAND"
"BANK OF INDIA","BKID0005868","827013524.0","LALPANIA","HOSPITAL ANNEXI, TENUGHAT THERMAL POWERSTATION LALPANIA, DIST. BOKARO(JHARKHAND)","0.0","LALPANIA(JHARKHAND)","LALPANIA(JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005867","827013021.0","SECTOR-12, B.S. CITY","MOUNT SION SCHOOL, SECTOR-12 D, B.S. CITY,DIST. BOKARO(JHARKHAND), PIN CODE- 827012","0.0","BOKARO","BOKARO","JHARKHAND"
"BANK OF INDIA","BKID0005866","827013020.0","SECTOR-6, B.S. CITY","SREE AYYAPPA PUBLIC SCHOOL, SECTOR V D, B.S.CITY, DIST. BOKARO(JHARKHAND), PIN- 827006","0.0","BOKARO","BOKARO","JHARKHAND"
"BANK OF INDIA","BKID0005865","827013018.0","CHIKSIA","DR. S. RADHAKRISHNAN COLLEGE OF EDUCATION,VIL,PO:CHIKSIA, P.S. CHAS,MUFASSIL,DIST-BOKARO","0.0","CHAS (JHARKHAND)","CHAS (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005864","815013007.0","DEORI","AT & PO DEORI DISTT. GIRIDIH","6556234758.0","DEORI","DEORI","JHARKHAND"
"BANK OF INDIA","BKID0005863","815013008.0","BARMASIA MORE","VILL BARMASIA PO- PALOUNJIA,PS BIRNI, DISTT. GIRIDIH","0.0","BARMASIA (DIST. BOKARO)","BARMASIA (DIST. BOKARO)","JHARKHAND"
"BANK OF INDIA","BKID0005862","815013530.0","BENGABAD","AT & POST BENGABADDISTT GIRIDIH, JHARKHAND","6532236601.0","BENGABAD (DISTT GIRIDIH)","BENGABAD (DISTT GIRIDIH)","JHARKHAND"
"BANK OF INDIA","BKID0005861","815013529.0","GANDEY","AT & PO GANDEYDISTT GIRIDIH","0.0","GANDEY (DIST GIRIDIH)","GANDEY (DIST GIRIDIH)","JHARKHAND"
"BANK OF INDIA","BKID0005860","827013019.0","TALGARIA MORE","PLOT NO. 187,VILL:-TALGARIA MORE,PO:-JAMGADIA, PS- CHAS, DIST.-BOKARO (JHARKHAND)","0.0","CHAS (JHARKHAND)","CHAS (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005859","827013017.0","TENTULIA  BOKARO","PLOT NO. 304, BARI CO-OPERATIVE, AT TENTULIADISTT. BOKARO","6542257080.0","TENTULIA  BOKARO","TENTULIA  BOKARO","JHARKHAND"
"BANK OF INDIA","BKID0005858","827013016.0","DAV SCHOOL CAMPUS","SECTOR-IV, B.S. CITY, DISTT. BOKARO","6542232080.0","BOKARO STEEL CITY","BOKARO STEEL CITY","JHARKHAND"
"BANK OF INDIA","BKID0005857","827013013.0","GGSE ENGINEERING COLLEGE ROAD","AT KANDRA, PO KURA, DISTT. BOKARO","6542265877.0","CHAS (JHARKHAND)","CHAS (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005856","827013014.0","GURUDWARA SAHEB","GURUDWARA ROAD, CHAS, DISTT. BOKARO","6542265677.0","CHAS (JHARKHAND)","CHAS (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005855","827013015.0","ITI MORE","PURULIA ROAD, OPPOSITE BDO OFFICE, CHAS,DISTT. BOKARO","6542265141.0","CHAS (JHARKHAND)","CHAS (JHARKHAND)","JHARKHAND"
"BANK OF INDIA","BKID0005854","827013523.0","TENUGHAT","AT & POST  TENUGHAT, DISTT BOKAROJHARKHAND","0.0","TENUGHAT (DISTT BOKARO)","TENUGHAT (DISTT BOKARO)","JHARKHAND"
"BANK OF INDIA","BKID0005853","827013011.0","BALIDIH","GOVIND MARKET,AT & POST - BALIDIH, DIST BOKARO","6542253092.0","BALIDIH (DIST BOKARO)","BALIDIH (DIST BOKARO)","JHARKHAND"
"BANK OF INDIA","BKID0005852","827013010.0","CHEERA CHAS","MAIN ROAD, AT - CHEERAPO- CHAS, DISTT BOKARO","6542266005.0","CHEERA CHAS (DIST BOKARO)","CHEERA CHAS (DIST BOKARO)","JHARKHAND"
"BANK OF INDIA","BKID0005851","827013012.0","TELIDIH MORE","TELIDIH MORE, NEAR BSNL TOWERAT & POST - TELIDIH, DIST BOKARO","6542235259.0","TELIDIH (DIST BOKARO)","TELIDIH (DIST BOKARO)","JHARKHAND"
"BANK OF INDIA","BKID0005849","852013701.0","MURLIGANJ","MURLIGANJ, AT HATE BAZAR, MURLIGANJ,PO MURLIGANJ, DIST MADHEPURA","647626600.0","MADHEPURA","MADHEPURA","BIHAR"
"BANK OF INDIA","BKID0005848","854013002.0","ARARIA","PRAVEEN MARKET,AT:BUS STAND ROADPO: ARARIA, DIST:ARARIA","0.0","ARARIA (BIHAR)","ARARIA (BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005847","852013606.0","PIPRA BAZAR","OPPOSITE OF PIPRA HOSPITAL,AT:PIPRA,VIA:PIPRA,DIST:SUPAUL,STATE:BIHAR,","0.0","SUPAUL","SUPAUL","BIHAR"
"BANK OF INDIA","BKID0005846","852013605.0","CHHATAPUR","AT CHHATAPUR, PO; SURPATGANJ, DIST.SUPAUL","9431509218.0","SUPAUL","SUPAUL","BIHAR"
"BANK OF INDIA","BKID0005845","852013608.0","JADIA","BANK OF INDIA,JADIA BRANCH,CHHATAPUR ROAD, ATJADIA,P.O.-JADIA, DIST-SUPAUL,STATE-BIHAR , P","6744241045.0","JADIA","JADIA","BIHAR"
"BANK OF INDIA","BKID0005844","852013607.0","SIMRAHI BAZAR","STATION ROAD,SIMRAHI  BAZAR,PO-SIMRAHI  BAZARDIST- SUPAUL,STATE-BIHAR, PIN-852111.","0.0","SIMRAHI BAZAR","SIMRAHI BAZAR","BIHAR"
"BANK OF INDIA","BKID0005843","851013603.0","MANJHAUL","BHUSHAN MARKET,BAKHARI ROADP.O.-MANJHAUL,DIST- BEGUSARAI","6243286022.0","MANJHAUL ( BEGUSARAI DIST )","MANJHAUL ( BEGUSARAI DIST )","BIHAR"
"BANK OF INDIA","BKID0005842","854013103.0","MADHUBANI BAZAR","AT MAHUBANI BAZAR, POST MADHUBANI BAZARDIST PURNEA","0.0","PURNIA","PURNIA","BIHAR"
"BANK OF INDIA","BKID0005841","851013202.0","BARAUNI","AT PO BARAUNI, DIST  BEGUSARAI","6279232378.0","BEGUSARAI","BEGUSARAI","BIHAR"
"BANK OF INDIA","BKID0005840","851013601.0","BALLIA BAZAR","AT :BALLIA NAZAR, PO LAKHMINIADIST - BEGUSARAI","0.0","BEGUSARAI","BEGUSARAI","BIHAR"
"BANK OF INDIA","BKID0005839","851013103.0","SUBHASH CHOWK, BEGUSARAI","NH-31, BYPASS ROAD,AT-SUBASH CHOWK,PO-BEGUSARAI,DIST -BEGUSARAI","0.0","BEGUSARAI","BEGUSARAI","BIHAR"
"BANK OF INDIA","BKID0005838","854013602.0","KASBA","BANK OF INDIA,KASBA BRANCH,NEAR NEHRUCHOWK,AT:KASBA,PO:KASBA,DIST:PURNEA,STATE:BIH","0.0","KASBA SANGAMESHWAR (MH)","KASBA SANGAMESHWAR (MH)","BIHAR"
"BANK OF INDIA","BKID0005837","811013704.0","TARAPUR","AT SHRI ARJUN MARKET, MAIN ROADTARAPUR,PO:-TARAPUR,DIST:-MUNGER","9279543975.0","TARAPUR","TARAPUR","BIHAR"
"BANK OF INDIA","BKID0005836","811013703.0","BARIYARPUR","AT & POST BARIYARPUR,DISTT MUNGER, BIHAR","6344265044.0","BARIYARPUR (DISTT MUNGER) BH","BARIYARPUR (DISTT MUNGER) BH","BIHAR"
"BANK OF INDIA","BKID0005835","854013601.0","PARORA","BEHIND DURGA STHAN,PARORA,AT/PO:-PARORADIST-PURNEA,STATE:-BIHAR,PIN:-854301","0.0","PARORA(BIHAR)","PARORA(BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005834","852013702.0","GAMHARIA","GAMHARIA BRANCH, AT:-MAIN ROAD GAMHARIA, NEARPO:-GAMHARIA, DIST:-MADHEPURA, STATE:-BIHAR","0.0","GAMHARIA","GAMHARIA","BIHAR"
"BANK OF INDIA","BKID0005833","852013510.0","MAHUA BAZAR","AT MAHUA BAZAR,OPPOSITE POLICE STATIONPO:MAHUA BAZAR DIST:SAHARSA,STATE:BIHAR,PIN:8","0.0","SAHARSA","SAHARSA","BIHAR"
"BANK OF INDIA","BKID0005832","852013509.0","SIMARI BAKHTIYARPUR","SIMARI BAKHTIYARPUR BRANCH, AT:-NAWAB MARKET,PO-SIMARI BAKHTIYARPUR, DIST-SAHARSA,","0.0","SIMARI BAKHTIYARPUR","SIMARI BAKHTIYARPUR","BIHAR"
"BANK OF INDIA","BKID0005831","851013501.0","GOGRI JAMALPUR","AT JAMALPUR, PO- GOGRI JAMALPURDISTT KHAGARIA, BIHAR","0.0","GOGRI JAMALPUR (DISTT KHAGARIA) BH","GOGRI JAMALPUR (DISTT KHAGARIA) BH","BIHAR"
"BANK OF INDIA","BKID0005830","WAITING","BAKHRI BAZAR","BAKHRI BAZAR FIRST FLOOR MARUTI NANDAN SHOPPING COMPLEX BAKHRI AT/PO BAKHRI BAZAR PIN 848201","7870185500.0","BEGUSARAI","BEGUSARAI","BIHAR"
"BANK OF INDIA","BKID0005829","WAITING","SANGRAMPUR MUNGER","OPPOSITE BSNL OFFICE AT PO SANGRAMPUR PS SANGRAMPUR 813212","9570111161.0","MUNGHYR","MUNGER","BIHAR"
"BANK OF INDIA","BKID0005828","WAITING","MANIHARI","NEAR MANIHARI BUS STAND PLAZA STUDIO AMBEDKAR CHOWK PIN 854113","9576347131.0","KATIHAR","KATIHAR","BIHAR"
"BANK OF INDIA","BKID0005827","WAITING","LINE BAZAR PURNEA","DR A K DEY GALI AT LINE BAZAR PO LINE BAZAR PIN 854301","9931692020.0","PURNEA","PURNIA","BIHAR"
"BANK OF INDIA","BKID0005826","WAITING","ALAULI","BANK OF INDIA ALAULI BRANCH AT ALAULI PO ALAULI DIST KHAGARIA STATE BIHAR PIN 848203","8092013596.0","KHAGARIA","KHAGARIA","BIHAR"
"BANK OF INDIA","BKID0005825","WAITING","KUNAULI","BANK OF INDIA KUNAULI BRANCH AT PO KUNAULI BAZAR BLOCK NIRMALI 847451","9955492808.0","KUNAULI","SUPAUL","BIHAR"
"BANK OF INDIA","BKID0005824","WAITING","PIRPAITI","BANK OF INDIA PIRPAITI BRANCH AT PO PIRPAITI PS PIRPAITI 813209","9709754110.0","BHAGALPUR","BHAGALPUR","BIHAR"
"BANK OF INDIA","BKID0005823","WAITING","DADPUR JAMUI","BANK OF INDIA DADPUR BRANCH VILLAGE DADPUR AT PO KESHOPUR VIA GIDHAUR PIN 811305","9304774726.0","JAMUI","JAMUI","BIHAR"
"BANK OF INDIA","BKID0005822","811013504.0","JHAJHA","GANDHI CHOWK, AT & POST JHANJHADISTT JAMUI, BIHAR","0.0","JHAJHA (DISTT JAMUI, BIHAR)","JHAJHA (DISTT JAMUI, BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005821","811013503.0","GIDDHAUR","AT & POST GIDDHAURDISTT JAMUI, BIHAR","0.0","JAMUI","JAMUI","BIHAR"
"BANK OF INDIA","BKID0005817","811013601.0","SURYAGARHA","SURYAGARHA,NEAR MAHAVIR MANDIR,AT:SURYAGARHA BAZAR, PO:SURYAGARHA, DIST:LAKHISARAI","0.0","SURYAGARHA(BIHAR)","SURYAGARHA(BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005816","811013801.0","BARBIGHA","BARBIGHA BRANCH,THANA ROAD,PO-BARBIGHA,DIST-SHEIKHPURA,","9006152244.0","SHEIKHPURA KADIM","SHEIKHPURA KADIM","BIHAR"
"BANK OF INDIA","BKID0005814","WAITING","SIKANDARA","NEAR CONGRESS ASHRAM SIKANDARA MAIN CHOWK LAKHISARAI ROAD AT/PO SIKANDARA BAZAR PIN 811315","9939298789.0","JAMUI","JAMUI","BIHAR"
"BANK OF INDIA","BKID0005813","812013509.0","JAGDISHPUR","NEAR POLICE STATION  AT JAGDISHPURPO JAGDISHPUR","9661759629.0","BHAGALPUR","BHAGALPUR","BIHAR"
"BANK OF INDIA","BKID0005812","812013508.0","KAHALGAON","NEW PANDEY MARKET, NTPC ROADAT & PO - KAHALGAON, DISTT BHAGALPUR","8002455332.0","BHAGALPUR","BHAGALPUR","BIHAR"
"BANK OF INDIA","BKID0005811","WAITING","MIRJANHAT BHAGALPUR","NEAR LG SERVICE CENTRE AT PO MIRJANHAT CITY BHAGALPUR PIN 812005","8271811251.0","BHAGALPUR","BHAGALPUR","BIHAR"
"BANK OF INDIA","BKID0005810","WAITING","PURAB BAZAR SAHARSA","PURAB BAZAR SAHARSA BRANCH PRABHAT BHAWAN WARD NO 19 PURAB BAZAR AT PO SAHARSA PIN 852201","7677641092.0","SAHARSA","SAHARSA","BIHAR"
"BANK OF INDIA","BKID0005809","NA","BISHNUPUR","BISHNUPUR HATIA,PO BISHNUPUR,VIA BAISI,DIST PURNEA,STATE BIHAR,854315","0.0","PURNEA","PURNIA","BIHAR"
"BANK OF INDIA","BKID0005808","NA","GANPATGANJ","MAIN MARKET AT PO-GANPATGANJ PS-RAGHOPUR,DIST-SUPAUL,STATE-BIHAR,PIN-842109","9973485113.0","SUPAUL","SUPAUL","BIHAR"
"BANK OF INDIA","BKID0005807","NA","MIRCHAIBARI-KATIHAR","BANK OF INDIA, MIRCHAIBARI  BRANCH-KATIHAR ATSHIVPURI,BMP CAMP,PO:MIRCHAIBARI, DIST-KATIHA","0.0","KATIHAR","KATIHAR","BIHAR"
"BANK OF INDIA","BKID0005806","852013609.0","NIRMALI","HATIA CHOWK,AT/PO-NIRMALI,PS-NIRMALIDIST-SUPAUL,STATE-BIHAR","0.0","NIRMALI","NIRMALI","BIHAR"
"BANK OF INDIA","BKID0005805","850013703.0","BIHARIGANJ","JAWAHAR CHOWK AT/PO-BIHARIGANJPS-BIHARIGANJ DIST:-MADHEPURA","0.0","BIHARIGANJ","BIHARIGANJ","BIHAR"
"BANK OF INDIA","BKID0005804","854013603.0","BANMANKHI","POKHAR MAHAR,WARD NO 7,SANTU SAH MARKET,AT PO BANMANKHI,DIST PURNEA,STATE BIHAR,","0.0","BANMANKHI","BANMANKHI","BIHAR"
"BANK OF INDIA","BKID0005803","854013703.0","GERABARI","AT: N.H.-31 GERABARI CHOWKPO: GERABARI,DIST: KATIHAR","6457260040.0","GERABARI","GERABARI","BIHAR"
"BANK OF INDIA","BKID0005802","813013506.0","BAUNSI","DAME ROAD, AT & PO BAUNSIDISTT BANKA, BIHAR","0.0","BAUNSI (DISTT BANKA) BH","BAUNSI (DISTT BANKA) BH","BIHAR"
"BANK OF INDIA","BKID0005801","813013505.0","AMARPUR","THANA ROAD (NEAR POLICE STATION)AT + PO AMARPUR,DIST:-BANKA (BIHAR),","6420223185.0","BANKA","BANKA","BIHAR"
"BANK OF INDIA","BKID0005799","823013005.0","PURANI GODAM","IN PRAKASH NIKE TAN COMPLEX,MIR ABU SALEH ROAGAYA,NEAR GAUTAM BUDH MAHILA COLLEGE,DIST:GAY","0.0","GAYA, BIHAR","GAYA, BIHAR","BIHAR"
"BANK OF INDIA","BKID0005798","824013202.0","SHERGHATI","BANK OF INDIA,SHERGHATI BRANCH,GOLA BAZAR ROASHERGHATI ,DISTRICT: GAYA,BIHAR -824211","0.0","GAYA, BIHAR","GAYA, BIHAR","BIHAR"
"BANK OF INDIA","BKID0005797","800013514.0","BAIRIA","BESIDES BHARAT GAS AGENCY VILL AND PO: BAIRIAPS: GOPALPUR ,DISTT: PATNA","0.0","PATNA","PATNA","BIHAR"
"BANK OF INDIA","BKID0005796","NA","BHALUARI","VILL-NAWADIH,BHALUARI PANCHAYAT,TEHSIL-DEHRIPO-NAWADIH,PS-INDRAPURI,DISTT-ROHTAS","0.0","DEHRI ON SONE","DEHRI ON SONE","BIHAR"
"BANK OF INDIA","BKID0005795","NA","JAMUHAR","NARAYAN MEDICAL COLLEGE & HOSPITALAT & POST JAMUHAR, DISTT ROHTAS, SASARAM","0.0","JAMUHAR (BIHAR)","JAMUHAR (BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005794","821013704.0","KOCHAS","MAA TARACHANDI MARKET COMPLEX, 1ST FLOORMAIN ROAD, KOCHAS-BUXAR ROAD, KOCHAS","0.0","KOCHAS (BIHAR)","KOCHAS (BIHAR)","BIHAR"
"BANK OF INDIA","BKID0005793","800013029.0","PHULWARISHARIF","AIIMS CAMPUS, OPP DAV SCHOOLVALMI, PHULWARISHARIF, PATNA","0.0","PATNA","PATNA","BIHAR"
"BANK OF INDIA","BKID0005792","800013028.0","KALIBARI ROAD","NEAR KALIBARI ROADYARPUR DAV ROAD, GARDANIBAG, PATNA","0.0","PATNA","PATNA","BIHAR"
"BANK OF INDIA","BKID0005791","821013703.0","NOKHA","BESIDE GOVT. HOSPITAL, 182-H, MARKET ROAD,AT PO-NOKHA, DISTRICT - ROHTAS","0.0","NOKHA","NOKHA","BIHAR"
"BANK OF INDIA","BKID0005790","800013027.0","TRANSPORT NAGAR  (PATNA)","DR G. L. DUTTA D. A. V. PUBLIC SCHOOL,MAURYA VIHAR COLONY, TRANSPORT NAGAR","0.0","PATNA","PATNA","BIHAR"
"BANK OF INDIA","BKID0005788","NA","LALGANJ ITARHI ROAD","BANK OF INDIA FOUNDATION SCHOOL , LALGANJ ITAVILLAG/TOWN-BUXAR,BLOCK-BUXAR DISTRICT","0.0","BUXAR","BUXAR","BIHAR"
"BANK OF INDIA","BKID0005787","800013031.0","SAGUNA MORE","SAGUNA MORE IN FRONT OF DSP OFFICE , WARD NOPATNA  801503","0.0","PATNA","PATNA","BIHAR"
"BANK OF INDIA","BKID0005786","800013030.0","PATLIPUTRA","157 B LAXMI NIWAS PATLIPUTRA COLONYPATNA 800013","0.0","PATNA","PATNA","BIHAR"
